Meses,Transect,Subtransec,Cuadrante,NDWI (Agua),NDMI (Humedad),NDVI (Vegetación),LST (Temperatura)
Octubre,4,16,32,-0.13226,0.1007,0.13262,11.40457
Octubre,4,16,32,-0.1209,0.0974,0.12474,11.31299
Octubre,4,16,32,-0.12177,0.10007,0.12498,11.28607
Octubre,4,16,32,-0.12153,0.09839,0.12383,11.30762
Octubre,4,16,32,-0.12269,0.10178,0.12572,11.21329
Octubre,5,17,33,-0.13888,0.12324,0.14867,11.77536
Octubre,5,17,33,-0.16543,0.15944,0.19788,11.92007
Octubre,5,17,33,-0.18651,0.17783,0.23039,12.01913
Octubre,5,17,33,-0.13816,0.11206,0.13326,11.58475
Octubre,5,17,33,-0.15963,0.13254,0.17052,11.74588
Octubre,5,17,33,-0.17849,0.17191,0.21021,11.81827
Octubre,5,17,33,-0.11242,0.08676,0.10355,11.37766
Octubre,5,17,33,-0.12461,0.0944,0.1214,11.50143
Octubre,5,17,33,-0.15373,0.12973,0.1617,11.55789
Octubre,5,17,34,-0.11566,0.0879,0.10319,11.63849
Octubre,5,17,34,-0.11372,0.0851,0.10767,11.77002
Octubre,5,17,34,-0.13468,0.10974,0.13499,11.8826
Octubre,5,17,34,-0.13727,0.10402,0.13311,11.69489
Octubre,5,17,34,-0.13727,0.10402,0.13311,11.69489
Octubre,5,17,34,-0.15128,0.1193,0.15627,11.92007
Octubre,5,17,34,-0.14677,0.12144,0.15136,11.73511
Octubre,5,17,34,-0.13844,0.10546,0.14249,11.86118
Octubre,5,17,34,-0.15386,0.11707,0.1633,11.96832
Octubre,5,18,35,-0.06664,0.1252,0.05222,10.99191
Octubre,5,18,35,-0.06679,0.12073,0.05353,11.08105
Octubre,5,18,35,-0.07375,0.12121,0.05769,11.22946
Octubre,5,18,35,-0.06286,0.12111,0.0488,10.93787
Octubre,5,18,35,-0.06761,0.1143,0.05162,11.01083
Octubre,5,18,35,-0.07174,0.1135,0.05592,11.15933
Octubre,5,18,35,-0.07036,0.11893,0.05526,10.93787
Octubre,5,18,35,-0.07058,0.11002,0.05493,11.02164
Octubre,5,18,35,-0.08316,0.10633,0.0619,11.17282
Octubre,5,18,36,-0.0688,0.1473,0.05963,11.05945
Octubre,5,18,36,-0.07054,0.13966,0.05651,11.15393
Octubre,5,18,36,-0.07078,0.12598,0.05284,11.22406
Octubre,5,18,36,-0.06647,0.14826,0.05595,10.98651
Octubre,5,18,36,-0.06513,0.1445,0.05658,11.07837
Octubre,5,18,36,-0.07583,0.14011,0.06941,11.16202
Octubre,5,18,36,-0.07132,0.13538,0.05845,10.92163
Octubre,5,18,36,-0.07351,0.12669,0.05903,11.00272
Octubre,5,18,36,-0.06553,0.12151,0.05252,11.08917
Octubre,5,19,37,-0.08177,0.1104,0.06733,11.07837
Octubre,5,19,37,-0.08035,0.11149,0.06686,11.18362
Octubre,5,19,37,-0.0811,0.11506,0.07006,11.32919
Octubre,5,19,37,-0.07777,0.1107,0.06398,11.04056
Octubre,5,19,37,-0.07827,0.11598,0.06452,11.14584
Octubre,5,19,37,-0.07958,0.11579,0.0656,11.2753
Octubre,5,19,37,-0.07623,0.11573,0.06352,10.9838
Octubre,5,19,37,-0.07608,0.12086,0.06322,11.08649
Octubre,5,19,37,-0.07446,0.12111,0.06171,11.21057
Octubre,5,19,38,-0.09175,0.10695,0.08659,11.52832
Octubre,5,19,38,-0.08894,0.10642,0.08082,11.40994
Octubre,5,19,38,-0.0917,0.10765,0.07889,11.30222
Octubre,5,19,38,-0.09148,0.10606,0.08079,11.32111
Octubre,5,19,38,-0.08932,0.10456,0.07698,11.1944
Octubre,5,19,38,-0.08505,0.10458,0.07293,11.11615
Octubre,5,19,38,-0.08471,0.10242,0.0759,11.14584
Octubre,5,19,38,-0.08371,0.1034,0.07269,11.00815
Octubre,5,19,38,-0.08526,0.10554,0.07172,10.94058
Octubre,5,20,39,-0.10206,0.08832,0.09941,11.73782
Octubre,5,20,39,-0.11137,0.0976,0.1115,11.64117
Octubre,5,20,39,-0.10956,0.0959,0.10896,11.56326
Octubre,5,20,39,-0.10472,0.08812,0.10048,11.5498
Octubre,5,20,39,-0.0862,0.08414,0.08962,11.453
Octubre,5,20,39,-0.09268,0.10062,0.09953,11.36688
Octubre,5,20,39,-0.09335,0.08306,0.09223,11.35071
Octubre,5,20,39,-0.08801,0.09531,0.09752,11.27258
Octubre,5,20,39,-0.10473,0.10598,0.09837,11.18903
Octubre,5,20,40,-0.11181,0.11115,0.12466,12.27573
Octubre,5,20,40,-0.10469,0.09598,0.10913,12.03522
Octubre,5,20,40,-0.10834,0.09526,0.10113,11.7995
Octubre,5,20,40,-0.10863,0.10263,0.11567,12.01913
Octubre,5,20,40,-0.1103,0.08762,0.10895,11.79413
Octubre,5,20,40,-0.10268,0.09174,0.09722,11.59552
Octubre,5,20,40,-0.10857,0.09435,0.11004,11.85043
Octubre,5,20,40,-0.10221,0.08704,0.09994,11.62238
Octubre,5,20,40,-0.10004,0.0889,0.09775,11.4288
OctubreB,1,1,1,-0.584460616,0.384242445,0.650288999,14.73739624
OctubreB,1,1,1,-0.536689401,0.396124005,0.614522636,14.9692688
OctubreB,1,1,1,-0.471275568,0.345503092,0.555326819,15.16427612
OctubreB,1,1,1,-0.490841329,0.302413881,0.539102554,14.45794678
OctubreB,1,1,1,-0.499110341,0.372708768,0.585136414,14.69561768
OctubreB,1,1,1,-0.387453884,0.329404861,0.471624285,14.8911438
OctubreB,1,1,1,-0.383147866,0.214235887,0.382415265,14.20397949
OctubreB,1,1,1,-0.515723288,0.32965517,0.569393575,14.44226074
OctubreB,1,1,1,-0.485820532,0.314685285,0.560546875,14.60427856
OctubreB,1,1,2,-0.300578028,0.154057503,0.293900162,13.9362793
OctubreB,1,1,2,-0.432963729,0.237431988,0.466219693,14.14630127
OctubreB,1,1,2,-0.552497745,0.315589339,0.612301946,14.30615234
OctubreB,1,1,2,-0.348161221,0.189199701,0.356826276,13.57827759
OctubreB,1,1,2,-0.42774567,0.226567358,0.441984951,13.81271362
OctubreB,1,1,2,-0.44671914,0.261038631,0.480526447,14.02819824
OctubreB,1,1,2,-0.326737106,0.173428774,0.321980715,13.1529541
OctubreB,1,1,2,-0.332582265,0.166699573,0.337101549,13.43847656
OctubreB,1,1,2,-0.370431513,0.185880452,0.368173242,13.70742798
OctubreB,1,2,3,-0.217040569,0.153919697,0.226626024,12.7338562
OctubreB,1,2,3,-0.224867225,0.114372663,0.213172257,13.06558228
OctubreB,1,2,3,-0.265832365,0.118445285,0.248550564,13.69689941
OctubreB,1,2,3,-0.192592621,0.170058161,0.198213875,12.46240234
OctubreB,1,2,3,-0.192549109,0.134656116,0.192790583,12.83480835
OctubreB,1,2,3,-0.242924064,0.138168961,0.23964259,13.48596191
OctubreB,1,2,3,-0.169856444,0.184593007,0.177178606,12.17156982
OctubreB,1,2,3,-0.181818172,0.156641573,0.183586225,12.59024048
OctubreB,1,2,3,-0.214667991,0.135866553,0.209632829,13.2746582
OctubreB,1,2,4,-0.197847694,0.247951716,0.236223847,12.42242432
OctubreB,1,2,4,-0.201163754,0.253796101,0.248380154,12.23303223
OctubreB,1,2,4,-0.200434178,0.239447147,0.235754207,12.08334351
OctubreB,1,2,4,-0.190267295,0.25325495,0.235610798,12.09674072
OctubreB,1,2,4,-0.190033451,0.249024212,0.225114852,11.93081665
OctubreB,1,2,4,-0.174276546,0.241332456,0.203691497,11.77536011
OctubreB,1,2,4,-0.189233944,0.255793601,0.230505571,11.72439575
OctubreB,1,2,4,-0.175257757,0.251372129,0.206774876,11.59011841
OctubreB,1,2,4,-0.165400326,0.241207585,0.191158891,11.45568848
OctubreB,1,3,5,-0.180269092,0.380902439,0.283902466,12.98339844
OctubreB,1,3,5,-0.193609044,0.387978137,0.293279052,12.88522339
OctubreB,1,3,5,-0.208333328,0.385254383,0.298928916,12.77105713
OctubreB,1,3,5,-0.245994359,0.473801553,0.353121817,12.9223938
OctubreB,1,3,5,-0.147541001,0.394769639,0.252796441,12.75778198
OctubreB,1,3,5,-0.142280519,0.37378639,0.252212405,12.55563354
OctubreB,1,3,5,-0.124335818,0.361647367,0.228803739,12.68334961
OctubreB,1,3,5,-0.10434781,0.380434781,0.203791484,12.55831909
OctubreB,1,3,5,-0.176022843,0.402951181,0.265097231,12.29174805
OctubreB,1,3,6,-0.191358045,0.311809689,0.261437923,13.0284729
OctubreB,1,3,6,-0.190204054,0.342541397,0.275590539,12.95687866
OctubreB,1,3,6,-0.196984008,0.423766851,0.309278339,12.93035889
OctubreB,1,3,6,-0.101145044,0.315849513,0.198338509,13.0284729
OctubreB,1,3,6,-0.151398271,0.352208376,0.241164252,12.94628906
OctubreB,1,3,6,-0.1398305,0.391979337,0.246813476,12.85339355
OctubreB,1,3,6,-0.18924509,0.433915198,0.299435049,12.98605347
OctubreB,1,3,6,-0.183419704,0.454777062,0.293318272,12.8666687
OctubreB,1,3,6,-0.18105264,0.445876271,0.289655179,12.68334961
OctubreB,1,4,7,-0.201629326,0.428571403,0.316964298,13.04699707
OctubreB,1,4,7,-0.188059688,0.433373332,0.299238294,13.1529541
OctubreB,1,4,7,-0.215909079,0.433035702,0.319629997,13.22705078
OctubreB,1,4,7,-0.143160149,0.41842106,0.250580043,12.94628906
OctubreB,1,4,7,-0.165271953,0.430038512,0.271689504,13.04968262
OctubreB,1,4,7,-0.171487585,0.415730327,0.2799097,13.1423645
OctubreB,1,4,7,-0.126696825,0.422857165,0.246558219,12.83215332
OctubreB,1,4,7,-0.108518101,0.420029879,0.221079677,12.93035889
OctubreB,1,4,7,-0.154347852,0.421686739,0.267303109,13.02316284
OctubreB,1,4,8,-0.544563711,0.427339375,0.650872827,13.20059204
OctubreB,1,4,8,-0.454328358,0.443983406,0.566559494,13.07086182
OctubreB,1,4,8,-0.291849285,0.450787425,0.407831937,12.99133301
OctubreB,1,4,8,-0.387840658,0.416547775,0.485415071,13.10794067
OctubreB,1,4,8,-0.337078661,0.439930856,0.439930856,13.00460815
OctubreB,1,4,8,-0.193969831,0.419354856,0.309812546,12.92504883
OctubreB,1,4,8,-0.288811773,0.420650065,0.396616548,13.01785278
OctubreB,1,4,8,-0.182751536,0.4292804,0.298759878,12.93035889
OctubreB,1,4,8,-0.117178604,0.390934825,0.227500007,12.85073853
OctubreB,2,5,9,-0.288431048,0.348258704,0.376799315,13.00991821
OctubreB,2,5,9,-0.232899025,0.298456281,0.333920717,12.82687378
OctubreB,2,5,9,-0.251282066,0.320108205,0.332120121,12.43045044
OctubreB,2,5,9,-0.347639471,0.382245034,0.437070966,12.88259888
OctubreB,2,5,9,-0.288998395,0.353448272,0.374781102,12.63015747
OctubreB,2,5,9,-0.277547628,0.385444731,0.38420108,12.19296265
OctubreB,2,5,9,-0.359477103,0.390787482,0.451162785,12.61953735
OctubreB,2,5,9,-0.303235501,0.363779545,0.386709362,12.30508423
OctubreB,2,5,9,-0.308357358,0.372637957,0.383092165,11.86651611
OctubreB,2,5,10,-0.278868079,0.277119428,0.315492988,12.01113892
OctubreB,2,5,10,-0.212391689,0.166161641,0.19637306,11.66265869
OctubreB,2,5,10,-0.187515482,0.165856048,0.174712077,11.31570435
OctubreB,2,5,10,-0.240321383,0.1853403,0.252212375,11.70828247
OctubreB,2,5,10,-0.164028421,0.118113674,0.167241767,11.34533691
OctubreB,2,5,10,-0.184571877,0.145479411,0.169690952,11.00003052
OctubreB,2,5,10,-0.236004382,0.216420591,0.278576851,11.40994263
OctubreB,2,5,10,-0.182421222,0.157780796,0.211554796,11.02435303
OctubreB,2,5,10,-0.145285651,0.127895653,0.156487033,10.65087891
OctubreB,2,6,11,-0.272270113,0.205582038,0.28846854,11.07025146
OctubreB,2,6,11,-0.169461444,0.112403855,0.155555576,10.57489014
OctubreB,2,6,11,-0.137496486,0.104855135,0.124117866,10.17797852
OctubreB,2,6,11,-0.199336663,0.198938996,0.235394612,11.02703857
OctubreB,2,6,11,-0.163996041,0.125908911,0.170013919,10.47717285
OctubreB,2,6,11,-0.136606053,0.093252651,0.11961209,10.08261108
OctubreB,2,6,11,-0.230301604,0.139207616,0.204946175,11.02163696
OctubreB,2,6,11,-0.168785304,0.094034031,0.149505123,10.44729614
OctubreB,2,6,11,-0.148247257,0.093666375,0.126542389,10.07989502
OctubreB,2,6,12,-0.245124266,0.140056014,0.283405602,11.88528442
OctubreB,2,6,12,-0.257516325,0.146261543,0.254646242,11.74316406
OctubreB,2,6,12,-0.197195053,0.096108928,0.179648235,11.46914673
OctubreB,2,6,12,-0.295188546,0.217107922,0.320371181,11.93615723
OctubreB,2,6,12,-0.208706051,0.128305048,0.222188756,11.77001953
OctubreB,2,6,12,-0.182273954,0.084820643,0.170538023,11.49874878
OctubreB,2,6,12,-0.289070487,0.194698647,0.295244604,12.01647949
OctubreB,2,6,12,-0.257362366,0.145857632,0.259781897,11.84240723
OctubreB,2,6,12,-0.197533771,0.090712734,0.192162395,11.57937622
OctubreB,2,7,13,-0.209121779,0.092982464,0.214129105,12.17156982
OctubreB,2,7,13,-0.210325882,0.095995426,0.193656102,12.16622925
OctubreB,2,7,13,-0.24423188,0.139103562,0.239697233,12.13150024
OctubreB,2,7,13,-0.243988246,0.12849161,0.25280568,12.22232056
OctubreB,2,7,13,-0.219744414,0.105358757,0.21457085,12.24905396
OctubreB,2,7,13,-0.252008349,0.159867689,0.257997006,12.2170105
OctubreB,2,7,13,-0.254215717,0.174262702,0.269974202,12.26504517
OctubreB,2,7,13,-0.22144264,0.158371061,0.235310823,12.28375244
OctubreB,2,7,13,-0.223206609,0.150228456,0.226361021,12.23034668
OctubreB,2,7,14,-0.320171654,0.235837668,0.350900292,12.6328125
OctubreB,2,7,14,-0.266233772,0.171875,0.288404346,12.45175171
OctubreB,2,7,14,-0.219440371,0.12245822,0.217050493,12.35308838
OctubreB,2,7,14,-0.330722362,0.235555544,0.379341424,12.80825806
OctubreB,2,7,14,-0.296863616,0.17631492,0.317524999,12.59823608
OctubreB,2,7,14,-0.233276144,0.113577694,0.235041529,12.45175171
OctubreB,2,7,14,-0.343245536,0.245372191,0.380786002,13.00460815
OctubreB,2,7,14,-0.29563567,0.191207245,0.316114128,12.77371216
OctubreB,2,7,14,-0.25275436,0.123184159,0.261749327,12.55831909
OctubreB,2,8,15,-0.353079468,0.26951921,0.410093129,13.77850342
OctubreB,2,8,15,-0.345342696,0.259046048,0.39118582,13.56774902
OctubreB,2,8,15,-0.324266911,0.223400086,0.359511346,13.31167603
OctubreB,2,8,15,-0.332768828,0.236449331,0.381307572,13.88372803
OctubreB,2,8,15,-0.372217983,0.269886374,0.41399762,13.68109131
OctubreB,2,8,15,-0.385694265,0.257397413,0.428261667,13.43057251
OctubreB,2,8,15,-0.380350918,0.234389722,0.413582474,13.91003418
OctubreB,2,8,15,-0.378411174,0.232980773,0.40699476,13.73110962
OctubreB,2,8,15,-0.39801544,0.231665879,0.417551726,13.49389648
OctubreB,2,8,16,-0.333155066,0.18179664,0.347567558,13.68634033
OctubreB,2,8,16,-0.300101221,0.151501596,0.311383367,13.46749878
OctubreB,2,8,16,-0.259075075,0.11862161,0.265051186,13.19528198
OctubreB,2,8,16,-0.36078319,0.192831933,0.385923773,13.57302856
OctubreB,2,8,16,-0.32935831,0.17049998,0.353179187,13.38565063
OctubreB,2,8,16,-0.283624917,0.130303055,0.303056777,13.1423645
OctubreB,2,8,16,-0.405193895,0.239799127,0.451672167,13.40151978
OctubreB,2,8,16,-0.377213508,0.208797649,0.407786876,13.25878906
OctubreB,2,8,16,-0.364922225,0.184049085,0.39450866,13.05761719
OctubreB,3,9,17,-0.16899164,0.203282073,0.159059495,8.585906982
OctubreB,3,9,17,-0.258157104,0.244513288,0.225839272,9.000030518
OctubreB,3,9,17,-0.29820627,0.245607764,0.279558003,9.735809326
OctubreB,3,9,17,-0.116514944,0.148321539,0.094315574,8.386535645
OctubreB,3,9,17,-0.123568766,0.157475457,0.104194067,8.898040771
OctubreB,3,9,17,-0.16747041,0.209080577,0.153063416,9.711181641
OctubreB,3,9,17,-0.091387071,0.125108406,0.070338249,8.208953857
OctubreB,3,9,17,-0.106357262,0.140543237,0.089761935,8.809753418
OctubreB,3,9,17,-0.137137979,0.167979032,0.110802934,9.63180542
OctubreB,3,9,18,-0.091287903,0.13191238,0.066839471,8.072784424
OctubreB,3,9,18,-0.097372808,0.142020211,0.071457684,8.682678223
OctubreB,3,9,18,-0.104945481,0.135364547,0.077892587,9.47833252
OctubreB,3,9,18,-0.084258772,0.129452839,0.055693846,7.980987549
OctubreB,3,9,18,-0.085668273,0.126090989,0.059861962,8.569274902
OctubreB,3,9,18,-0.087551028,0.113555759,0.059974033,9.269683838
OctubreB,3,9,18,-0.08170443,0.12179812,0.050933674,7.9503479
OctubreB,3,9,18,-0.082539424,0.112830251,0.052623395,8.491790771
OctubreB,3,9,18,-0.084399387,0.100065313,0.056352388,9.093658447
OctubreB,3,10,19,-0.095637694,0.091625214,0.059060145,8.400360107
OctubreB,3,10,19,-0.094594575,0.088836916,0.060103815,8.599731445
OctubreB,3,10,19,-0.098665029,0.084684148,0.066825628,8.823547363
OctubreB,3,10,19,-0.098340094,0.083551697,0.067240149,8.364318848
OctubreB,3,10,19,-0.104827113,0.083678424,0.074943773,8.491790771
OctubreB,3,10,19,-0.111916259,0.078653455,0.077895761,8.621856689
OctubreB,3,10,19,-0.118134059,0.099921703,0.081126869,8.295013428
OctubreB,3,10,19,-0.131911099,0.100985602,0.091641642,8.372650146
OctubreB,3,10,19,-0.116474621,0.083312944,0.078823343,8.433624268
OctubreB,3,10,20,-0.110409625,0.097541027,0.069726989,8.167297363
OctubreB,3,10,20,-0.115412638,0.09197589,0.076442093,8.220062256
OctubreB,3,10,20,-0.110439487,0.087694034,0.074794449,8.239501953
OctubreB,3,10,20,-0.106212676,0.089162253,0.065882005,7.994903564
OctubreB,3,10,20,-0.113394447,0.083597101,0.072410077,8.033874512
OctubreB,3,10,20,-0.109255493,0.080091164,0.071784049,8.050537109
OctubreB,3,10,20,-0.10424871,0.076363623,0.064039402,7.82220459
OctubreB,3,10,20,-0.112472251,0.067597315,0.075579211,7.847320557
OctubreB,3,10,20,-0.10676498,0.062072132,0.074468933,7.877960205
OctubreB,3,11,21,-0.103936128,0.078259699,0.065431952,7.515136719
OctubreB,3,11,21,-0.129012316,0.077070273,0.08618515,7.562652588
OctubreB,3,11,21,-0.137308031,0.069305204,0.091744691,7.621337891
OctubreB,3,11,21,-0.10957747,0.074248321,0.06784144,7.411621094
OctubreB,3,11,21,-0.115547508,0.068056792,0.073809884,7.484375
OctubreB,3,11,21,-0.124791995,0.06289307,0.084289014,7.573822021
OctubreB,3,11,21,-0.105918527,0.068809271,0.0682799,7.425628662
OctubreB,3,11,21,-0.112580702,0.068178385,0.074922048,7.475982666
OctubreB,3,11,21,-0.116901055,0.059757706,0.080905057,7.565460205
OctubreB,3,11,22,-0.112812497,0.047676932,0.075222813,7.794342041
OctubreB,3,11,22,-0.116223648,0.0626527,0.078080766,7.758087158
OctubreB,3,11,22,-0.117970958,0.062355284,0.079766348,7.760894775
OctubreB,3,11,22,-0.125628158,0.057078645,0.104873762,8.058898926
OctubreB,3,11,22,-0.1142205,0.050818916,0.083888404,7.97543335
OctubreB,3,11,22,-0.120577075,0.046708539,0.082995772,7.933685303
OctubreB,3,11,22,-0.198121399,0.071228616,0.164693937,8.322723389
OctubreB,3,11,22,-0.107901454,0.020344282,0.080812253,8.200622559
OctubreB,3,11,22,-0.13803874,0.052722819,0.132380381,8.114471436
OctubreB,3,12,23,-0.253310293,0.156440899,0.252228945,9.390533447
OctubreB,3,12,23,-0.296958864,0.214744508,0.296958864,9.283447266
OctubreB,3,12,23,-0.309538454,0.224395841,0.336683422,9.118438721
OctubreB,3,12,23,-0.184255004,0.098320268,0.175737202,9.288909912
OctubreB,3,12,23,-0.237175643,0.164441913,0.22828038,9.250457764
OctubreB,3,12,23,-0.24981685,0.172911629,0.276468396,9.143218994
OctubreB,3,12,23,-0.173791856,0.093743272,0.170799553,8.980743408
OctubreB,3,12,23,-0.20150423,0.137685448,0.210609406,8.989013672
OctubreB,3,12,23,-0.249701321,0.187736586,0.260747284,8.931121826
OctubreB,3,12,24,-0.214424953,0.113991953,0.206779659,8.867706299
OctubreB,3,12,24,-0.197236776,0.099300101,0.216654584,8.762817383
OctubreB,3,12,24,-0.188631579,0.076864384,0.198471636,8.624603271
OctubreB,3,12,24,-0.170525387,0.104389817,0.155096635,9.148712158
OctubreB,3,12,24,-0.249856398,0.147982046,0.25381735,9.118438721
OctubreB,3,12,24,-0.241143405,0.099329151,0.227053165,9.002807617
OctubreB,3,12,24,-0.1593813,0.092753008,0.168549478,9.33013916
OctubreB,3,12,24,-0.248359248,0.150955409,0.261871517,9.379547119
OctubreB,3,12,24,-0.228208259,0.144710869,0.242879048,9.324645996
OctubreB,4,13,25,-0.099720798,0.099229828,0.069737114,8.964202881
OctubreB,4,13,25,-0.085743956,0.09801171,0.057265751,8.757263184
OctubreB,4,13,25,-0.08859206,0.094304688,0.057893168,8.685424805
OctubreB,4,13,25,-0.093305185,0.095846958,0.068631455,8.914581299
OctubreB,4,13,25,-0.087370723,0.092619874,0.055902578,8.760040283
OctubreB,4,13,25,-0.087203711,0.093176901,0.053218845,8.696502686
OctubreB,4,13,25,-0.089416273,0.094787695,0.063330747,8.856658936
OctubreB,4,13,25,-0.079996713,0.093411706,0.052597571,8.74899292
OctubreB,4,13,25,-0.089539029,0.101090036,0.055615216,8.696502686
OctubreB,4,13,26,-0.119615011,0.086502083,0.109445952,9.653717041
OctubreB,4,13,26,-0.121925436,0.097258136,0.123708613,9.423461914
OctubreB,4,13,26,-0.122149482,0.11585094,0.114599682,9.189971924
OctubreB,4,13,26,-0.140347108,0.096189469,0.122784786,9.437194824
OctubreB,4,13,26,-0.136412486,0.124037184,0.131853431,9.275177002
OctubreB,4,13,26,-0.111880563,0.106135659,0.106612146,9.085418701
OctubreB,4,13,26,-0.108323827,0.090093456,0.099340215,9.283447266
OctubreB,4,13,26,-0.129930377,0.126271978,0.118768655,9.154205322
OctubreB,4,13,26,-0.116224609,0.109732434,0.096761815,9.008300781
OctubreB,4,14,27,-0.113553084,0.067469262,0.084193103,9.319152832
OctubreB,4,14,27,-0.113114528,0.076566756,0.086334877,9.236724854
OctubreB,4,14,27,-0.113772482,0.099712394,0.093596056,9.15145874
OctubreB,4,14,27,-0.100681275,0.066894934,0.075709,9.19821167
OctubreB,4,14,27,-0.104427762,0.073632911,0.08124318,9.126708984
OctubreB,4,14,27,-0.114957139,0.096844748,0.086156234,9.049621582
OctubreB,4,14,27,-0.109624311,0.068384551,0.082193486,9.159729004
OctubreB,4,14,27,-0.106442578,0.073953226,0.08056353,9.071624756
OctubreB,4,14,27,-0.107202902,0.093160182,0.086434565,8.991760254
OctubreB,4,14,28,-0.117126219,0.058612023,0.088757396,9.365844727
OctubreB,4,14,28,-0.107840583,0.074532613,0.081912979,9.209197998
OctubreB,4,14,28,-0.098234735,0.083632506,0.075623602,9.057861328
OctubreB,4,14,28,-0.116810508,0.051499184,0.081959471,9.371307373
OctubreB,4,14,28,-0.114503793,0.075542465,0.087191969,9.225708008
OctubreB,4,14,28,-0.101151653,0.082673959,0.075630277,9.060638428
OctubreB,4,14,28,-0.112760805,0.056507468,0.084716156,9.365844727
OctubreB,4,14,28,-0.114503793,0.075542465,0.087191969,9.225708008
OctubreB,4,14,28,-0.10397245,0.08698108,0.081027955,9.088165283
OctubreB,4,15,29,-0.121176489,0.047943689,0.092263617,9.363067627
OctubreB,4,15,29,-0.133224055,0.046712786,0.092180975,9.409759521
OctubreB,4,15,29,-0.116501302,0.051939078,0.085129187,9.434448242
OctubreB,4,15,29,-0.117813826,0.044943821,0.081870072,9.335632324
OctubreB,4,15,29,-0.10820397,0.044514112,0.080531828,9.390533447
OctubreB,4,15,29,-0.106347129,0.056226294,0.077283919,9.426208496
OctubreB,4,15,29,-0.120279565,0.049530052,0.086832903,9.341125488
OctubreB,4,15,29,-0.125171319,0.052114472,0.088859409,9.379547119
OctubreB,4,15,29,-0.12046697,0.066430256,0.08724995,9.415222168
OctubreB,4,15,30,-0.109021723,0.071714446,0.078480475,9.18447876
OctubreB,4,15,30,-0.105857074,0.072545357,0.076359846,9.225708008
OctubreB,4,15,30,-0.108782701,0.072748914,0.07552807,9.261444092
OctubreB,4,15,30,-0.111452028,0.074250586,0.079970159,9.305419922
OctubreB,4,15,30,-0.10837283,0.074206382,0.076734178,9.338378906
OctubreB,4,15,30,-0.105151318,0.07174404,0.073429666,9.368591309
OctubreB,4,15,30,-0.117190965,0.065497577,0.08568354,9.434448242
OctubreB,4,15,30,-0.112887338,0.067871392,0.082658716,9.47833252
OctubreB,4,15,30,-0.11472173,0.066708706,0.083440043,9.505767822
OctubreB,4,16,31,-0.10757421,0.08419887,0.078715906,9.019317627
OctubreB,4,16,31,-0.110953897,0.078896128,0.083611265,9.07989502
OctubreB,4,16,31,-0.11824242,0.078314699,0.088680603,9.110198975
OctubreB,4,16,31,-0.10432408,0.080953352,0.073673442,8.98348999
OctubreB,4,16,31,-0.111253746,0.08106982,0.079609245,9.077148438
OctubreB,4,16,31,-0.11138808,0.076264679,0.079938315,9.140441895
OctubreB,4,16,31,-0.104239188,0.069841266,0.073355243,8.991760254
OctubreB,4,16,31,-0.108882204,0.076814942,0.07724759,9.123931885
OctubreB,4,16,31,-0.110772915,0.071630843,0.080698065,9.22845459
OctubreB,4,16,32,-0.096397065,0.068746492,0.064174116,8.466888428
OctubreB,4,16,32,-0.103625342,0.060495391,0.073633708,8.599731445
OctubreB,4,16,32,-0.103556462,0.065548919,0.071827658,8.726898193
OctubreB,4,16,32,-0.096000746,0.065547772,0.063960545,8.511169434
OctubreB,4,16,32,-0.098338947,0.059054747,0.067657262,8.63293457
OctubreB,4,16,32,-0.101980612,0.061174791,0.072050847,8.757263184
OctubreB,4,16,32,-0.093846142,0.066066898,0.063674591,8.596954346
OctubreB,4,16,32,-0.103613451,0.062456168,0.073541336,8.732421875
OctubreB,4,16,32,-0.111038037,0.062251091,0.079791203,8.856658936
OctubreB,5,17,33,-0.05909764,0.184202746,0.023541456,7.813873291
OctubreB,5,17,33,-0.073301576,0.208233178,0.039444391,7.836151123
OctubreB,5,17,33,-0.069651462,0.193815723,0.036178194,7.861236572
OctubreB,5,17,33,-0.07381361,0.219929546,0.038894251,7.852874756
OctubreB,5,17,33,-0.071693376,0.223307297,0.039097492,7.875183105
OctubreB,5,17,33,-0.07158713,0.201617926,0.037391204,7.897460938
OctubreB,5,17,33,-0.068864845,0.212546274,0.033600885,7.886322021
OctubreB,5,17,33,-0.067936204,0.214347363,0.033582069,7.903015137
OctubreB,5,17,33,-0.068356432,0.197260097,0.035603642,7.933685303
OctubreB,5,17,34,-0.043351255,0.164212137,0.007505934,7.785980225
OctubreB,5,17,34,-0.04036621,0.155134559,0.004268129,7.844543457
OctubreB,5,17,34,-0.042807221,0.157809421,0.009896977,7.886322021
OctubreB,5,17,34,-0.043786846,0.170686021,0.007962907,7.763671875
OctubreB,5,17,34,-0.043786846,0.170686021,0.007962907,7.763671875
OctubreB,5,17,34,-0.067862667,0.196458489,0.029495018,7.866821289
OctubreB,5,17,34,-0.068723559,0.201927722,0.036359854,7.746917725
OctubreB,5,17,34,-0.071753919,0.205182284,0.034500584,7.797149658
OctubreB,5,17,34,-0.071208425,0.21181725,0.037006013,7.833374023
OctubreB,5,18,35,-0.061719988,0.199205503,0.030900585,7.724639893
OctubreB,5,18,35,-0.06152742,0.235011473,0.031822689,7.769256592
OctubreB,5,18,35,-0.063392967,0.23365137,0.034514964,7.82220459
OctubreB,5,18,35,-0.065457173,0.208587363,0.033007577,7.730194092
