Meses,Transect,Subtransec,Cuadrante,NDWI (Agua),NDMI (Humedad),NDVI (Vegetación),LST (Temperatura)
Agosto,1,1,1,-0.39255,0.22957,0.75708,18.97287
Agosto,1,1,1,-0.40693,0.24951,0.82744,19.39609
Agosto,1,1,1,-0.3441,0.18872,0.77869,19.80276
Agosto,1,1,1,-0.39348,0.23442,0.78926,19.06064
Agosto,1,1,1,-0.37314,0.23483,0.82587,19.39359
Agosto,1,1,1,-0.34205,0.20282,0.8122,19.65573
Agosto,1,1,1,-0.39242,0.23305,0.82244,19.21848
Agosto,1,1,1,-0.38131,0.23329,0.826,19.40359
Agosto,1,1,1,-0.37376,0.20878,0.81799,19.51352
Agosto,1,1,2,-0.19666,0.11028,0.3174,16.59653
Agosto,1,1,2,-0.18511,0.1002,0.28357,17.08002
Agosto,1,1,2,-0.23412,0.11372,0.37446,17.57407
Agosto,1,1,2,-0.21954,0.12016,0.36885,16.7272
Agosto,1,1,2,-0.21978,0.11498,0.3609,17.14633
Agosto,1,1,2,-0.26981,0.1399,0.46562,17.6452
Agosto,1,1,2,-0.28608,0.14542,0.49677,17.34262
Agosto,1,1,2,-0.30601,0.16177,0.55545,17.60965
Agosto,1,1,2,-0.35212,0.19035,0.6684,17.96973
Agosto,1,2,3,-0.33409,0.18086,0.58333,18.78452
Agosto,1,2,3,-0.30608,0.1579,0.51903,18.67136
Agosto,1,2,3,-0.31954,0.16446,0.52311,18.37411
Agosto,1,2,3,-0.31073,0.15807,0.54211,18.422
Agosto,1,2,3,-0.30255,0.16089,0.54296,18.32614
Agosto,1,2,3,-0.25796,0.12847,0.42201,17.8887
Agosto,1,2,3,-0.32913,0.17336,0.62076,18.08615
Agosto,1,2,3,-0.27977,0.14241,0.48115,17.99756
Agosto,1,2,3,-0.22333,0.10757,0.35753,17.42914
Agosto,1,2,4,-0.2234,0.14048,0.5288,18.10132
Agosto,1,2,4,-0.23272,0.12717,0.48351,18.16956
Agosto,1,2,4,-0.24123,0.11769,0.42443,18.31607
Agosto,1,2,4,-0.20967,0.1113,0.51086,18.09375
Agosto,1,2,4,-0.21863,0.10191,0.45034,18.06085
Agosto,1,2,4,-0.22746,0.10422,0.42267,18.05325
Agosto,1,2,4,-0.15958,0.12408,0.62062,18.16455
Agosto,1,2,4,-0.20113,0.10639,0.54378,18.09119
Agosto,1,2,4,-0.25996,0.14797,0.56372,18.02542
Agosto,1,3,5,-0.29697,0.24473,0.81474,18.93521
Agosto,1,3,5,-0.19773,0.19187,0.75528,18.66382
Agosto,1,3,5,-0.15801,0.15882,0.68986,18.422
Agosto,1,3,5,-0.36173,0.27742,0.79008,19.12329
Agosto,1,3,5,-0.20244,0.19412,0.72502,18.8172
Agosto,1,3,5,-0.1177,0.14197,0.64133,18.55811
Agosto,1,3,5,-0.34793,0.23262,0.72722,19.33856
Agosto,1,3,5,-0.27463,0.21628,0.78586,19.02054
Agosto,1,3,5,-0.22674,0.1991,0.78595,18.71918
Agosto,1,3,6,-0.24728,0.16688,0.66667,20.41623
Agosto,1,3,6,-0.29084,0.20346,0.72419,20.13852
Agosto,1,3,6,-0.30298,0.21799,0.75522,19.80774
Agosto,1,3,6,-0.34662,0.17039,0.6605,20.59692
Agosto,1,3,6,-0.34313,0.21993,0.7004,20.35431
Agosto,1,3,6,-0.32023,0.19692,0.70304,20.02921
Agosto,1,3,6,-0.42504,0.26837,0.81887,20.46332
Agosto,1,3,6,-0.38352,0.26403,0.82894,20.29483
Agosto,1,3,6,-0.34126,0.23988,0.78515,20.0267
Agosto,1,4,7,-0.44071,0.27063,0.84125,20.37912
Agosto,1,4,7,-0.43673,0.28198,0.84881,20.43854
Agosto,1,4,7,-0.45121,0.2813,0.84454,20.5029
Agosto,1,4,7,-0.3736,0.22563,0.73277,20.39893
Agosto,1,4,7,-0.37486,0.23196,0.74663,20.5524
Agosto,1,4,7,-0.41535,0.25037,0.7687,20.69336
Agosto,1,4,7,-0.36776,0.21748,0.73404,20.10126
Agosto,1,4,7,-0.3863,0.22864,0.77691,20.4014
Agosto,1,4,7,-0.41089,0.21598,0.78775,20.65872
Agosto,1,4,8,-0.47194,0.28024,0.85116,20.62662
Agosto,1,4,8,-0.46572,0.2932,0.85827,20.59692
Agosto,1,4,8,-0.44688,0.27034,0.8396,20.54254
Agosto,1,4,8,-0.43168,0.25452,0.80349,20.51529
Agosto,1,4,8,-0.4447,0.26546,0.8128,20.51529
Agosto,1,4,8,-0.37191,0.20971,0.7442,20.47815
Agosto,1,4,8,-0.42588,0.26117,0.78091,20.17575
Agosto,1,4,8,-0.39342,0.24583,0.77691,20.16086
Agosto,1,4,8,-0.36011,0.2114,0.78065,20.05405
Agosto,2,5,9,-0.36258,0.20862,0.74008,18.2605
Agosto,2,5,9,-0.37119,0.22791,0.78282,17.99252
Agosto,2,5,9,-0.31671,0.18389,0.72464,17.80502
Agosto,2,5,9,-0.38917,0.23055,0.77897,18.01782
Agosto,2,5,9,-0.36757,0.23807,0.79243,17.81772
Agosto,2,5,9,-0.33042,0.19688,0.71986,17.68073
Agosto,2,5,9,-0.34245,0.21635,0.69997,17.76447
Agosto,2,5,9,-0.37044,0.22621,0.77856,17.61981
Agosto,2,5,9,-0.32582,0.21164,0.74528,17.53342
Agosto,2,5,10,-0.29976,0.16933,0.56032,17.29166
Agosto,2,5,10,-0.31834,0.19745,0.62486,17.19736
Agosto,2,5,10,-0.28907,0.18659,0.60142,17.19479
Agosto,2,5,10,-0.27963,0.15438,0.52989,17.10297
Agosto,2,5,10,-0.27892,0.15905,0.4971,16.98041
Agosto,2,5,10,-0.28124,0.16177,0.51803,16.93698
Agosto,2,5,10,-0.26995,0.15421,0.50644,17.1438
Agosto,2,5,10,-0.26087,0.14583,0.46564,16.95996
Agosto,2,5,10,-0.25691,0.14267,0.45258,16.86795
Agosto,2,6,11,-0.41405,0.25581,0.80213,18.02795
Agosto,2,6,11,-0.33654,0.1999,0.67257,17.82025
Agosto,2,6,11,-0.33996,0.19365,0.6943,17.60709
Agosto,2,6,11,-0.41302,0.26057,0.83211,18.45731
Agosto,2,6,11,-0.37124,0.23282,0.78829,18.26306
Agosto,2,6,11,-0.37714,0.23577,0.7977,18.07855
Agosto,2,6,11,-0.39106,0.25219,0.82898,18.64621
Agosto,2,6,11,-0.36657,0.23105,0.81528,18.50772
Agosto,2,6,11,-0.38478,0.23969,0.81718,18.34381
Agosto,2,6,12,-0.38429,0.23378,0.84222,19.03058
Agosto,2,6,12,-0.35855,0.22894,0.83798,18.90762
Agosto,2,6,12,-0.35091,0.22686,0.82944,18.83981
Agosto,2,6,12,-0.39459,0.25374,0.84932,18.94025
Agosto,2,6,12,-0.38725,0.22916,0.83276,18.79959
Agosto,2,6,12,-0.35596,0.24167,0.82952,18.78705
Agosto,2,6,12,-0.40994,0.27071,0.83448,18.8172
Agosto,2,6,12,-0.36098,0.23747,0.80768,18.63864
Agosto,2,6,12,-0.36734,0.24797,0.83628,18.62103
Agosto,2,7,13,-0.4326,0.28317,0.87208,19.26602
Agosto,2,7,13,-0.40544,0.26918,0.86089,18.99796
Agosto,2,7,13,-0.38732,0.27091,0.83838,18.66882
Agosto,2,7,13,-0.48096,0.29466,0.87932,19.1684
Agosto,2,7,13,-0.44644,0.30098,0.87874,18.88751
Agosto,2,7,13,-0.36027,0.25053,0.84388,18.59082
Agosto,2,7,13,-0.47061,0.29082,0.86904,19.05563
Agosto,2,7,13,-0.41766,0.28232,0.86308,18.79205
Agosto,2,7,13,-0.34304,0.22768,0.8352,18.56818
Agosto,2,7,14,-0.36892,0.24326,0.84253,19.00296
Agosto,2,7,14,-0.37223,0.25174,0.84311,19.00046
Agosto,2,7,14,-0.31544,0.20453,0.80961,18.89758
Agosto,2,7,14,-0.37645,0.24284,0.84576,18.93018
Agosto,2,7,14,-0.34635,0.247,0.83614,18.92014
Agosto,2,7,14,-0.29368,0.19824,0.8044,18.83981
Agosto,2,7,14,-0.38141,0.22907,0.82943,18.87494
Agosto,2,7,14,-0.33064,0.2226,0.81881,18.85489
Agosto,2,7,14,-0.30995,0.19254,0.80497,18.79459
Agosto,2,8,15,-0.32611,0.21461,0.75119,18.80966
Agosto,2,8,15,-0.28655,0.20035,0.76668,18.82474
Agosto,2,8,15,-0.34706,0.22377,0.81374,18.82474
Agosto,2,8,15,-0.2828,0.18377,0.67968,18.78705
Agosto,2,8,15,-0.31756,0.22441,0.79273,18.80463
Agosto,2,8,15,-0.34316,0.23182,0.8201,18.79709
Agosto,2,8,15,-0.3328,0.21061,0.74911,18.76691
Agosto,2,8,15,-0.3082,0.20577,0.74162,18.77448
Agosto,2,8,15,-0.31377,0.21078,0.78888,18.74429
Agosto,2,8,16,-0.31157,0.19706,0.72392,18.73175
Agosto,2,8,16,-0.26343,0.18624,0.71618,18.67389
Agosto,2,8,16,-0.21429,0.18344,0.77837,18.5455
Agosto,2,8,16,-0.36256,0.23319,0.79855,18.67892
Agosto,2,8,16,-0.26827,0.19753,0.77247,18.58829
Agosto,2,8,16,-0.25017,0.18692,0.80266,18.44974
Agosto,2,8,16,-0.38068,0.25687,0.84512,18.60089
Agosto,2,8,16,-0.30876,0.20564,0.82463,18.48758
Agosto,2,8,16,-0.29941,0.19092,0.81692,18.35391
Agosto,3,9,17,-0.33188,0.21072,0.83096,18.51276
Agosto,3,9,17,-0.35089,0.22356,0.83242,18.57321
Agosto,3,9,17,-0.29125,0.20153,0.81997,18.70407
Agosto,3,9,17,-0.33365,0.21004,0.81803,18.422
Agosto,3,9,17,-0.30512,0.21575,0.78565,18.45227
Agosto,3,9,17,-0.27119,0.1882,0.81126,18.543
Agosto,3,9,17,-0.33382,0.20917,0.80583,18.39175
Agosto,3,9,17,-0.28022,0.21067,0.76258,18.37411
Agosto,3,9,17,-0.27809,0.18613,0.80518,18.43967
Agosto,3,9,18,-0.3691,0.24873,0.84559,18.38672
Agosto,3,9,18,-0.29911,0.21076,0.81997,18.32111
Agosto,3,9,18,-0.2994,0.18448,0.81003,18.36905
Agosto,3,9,18,-0.38864,0.25004,0.85516,18.33878
Agosto,3,9,18,-0.31949,0.20685,0.82751,18.30847
Agosto,3,9,18,-0.34252,0.2055,0.83838,18.33878
Agosto,3,9,18,-0.35667,0.25011,0.83767,18.31857
Agosto,3,9,18,-0.30534,0.19507,0.81758,18.28577
Agosto,3,9,18,-0.36968,0.23129,0.84541,18.29587
Agosto,3,10,19,-0.36444,0.22589,0.80309,18.25549
Agosto,3,10,19,-0.37199,0.22637,0.79753,18.19232
Agosto,3,10,19,-0.29339,0.18632,0.81325,18.10638
Agosto,3,10,19,-0.37006,0.2471,0.8566,18.2782
Agosto,3,10,19,-0.40278,0.2756,0.85115,18.22012
Agosto,3,10,19,-0.28675,0.18732,0.81712,18.10889
Agosto,3,10,19,-0.35767,0.24348,0.84354,18.2757
Agosto,3,10,19,-0.37807,0.26239,0.85093,18.21759
Agosto,3,10,19,-0.32649,0.21333,0.83827,18.07349
Agosto,3,10,20,-0.38198,0.25439,0.85557,18.24789
Agosto,3,10,20,-0.36102,0.23643,0.84028,18.18472
Agosto,3,10,20,-0.34873,0.2288,0.84436,18.00769
Agosto,3,10,20,-0.36154,0.23956,0.84903,18.20999
Agosto,3,10,20,-0.35829,0.22538,0.82202,18.13672
Agosto,3,10,20,-0.33455,0.23691,0.83838,17.94949
Agosto,3,10,20,-0.37482,0.23735,0.84709,18.17715
Agosto,3,10,20,-0.35685,0.21788,0.83904,18.08362
Agosto,3,10,20,-0.33934,0.2285,0.82449,17.90643
Agosto,3,11,21,-0.36149,0.22992,0.847,18.20749
Agosto,3,11,21,-0.35324,0.21981,0.83193,18.08615
Agosto,3,11,21,-0.32557,0.21709,0.82971,17.97482
Agosto,3,11,21,-0.36315,0.24075,0.84185,18.19482
Agosto,3,11,21,-0.302,0.21518,0.81241,18.05072
Agosto,3,11,21,-0.30437,0.20215,0.81844,17.93683
Agosto,3,11,21,-0.39612,0.26241,0.86104,18.19232
Agosto,3,11,21,-0.29213,0.21758,0.82667,18.04568
Agosto,3,11,21,-0.31617,0.22145,0.82945,17.93683
Agosto,3,11,22,-0.35245,0.23721,0.80552,18.2403
Agosto,3,11,22,-0.32737,0.23913,0.81972,18.09119
Agosto,3,11,22,-0.30325,0.21843,0.83988,17.97736
Agosto,3,11,22,-0.36909,0.24599,0.82633,18.27063
Agosto,3,11,22,-0.32079,0.23287,0.81643,18.10132
Agosto,3,11,22,-0.2996,0.19757,0.83051,17.96722
Agosto,3,11,22,-0.34224,0.22856,0.82883,18.311
Agosto,3,11,22,-0.29487,0.20814,0.81643,18.10638
Agosto,3,11,22,-0.29803,0.19365,0.82143,17.93936
Agosto,3,12,23,-0.41781,0.24185,0.79935,19.27856
Agosto,3,12,23,-0.45184,0.2679,0.84155,18.94275
Agosto,3,12,23,-0.42445,0.26734,0.84478,18.59332
Agosto,3,12,23,-0.41318,0.24129,0.83328,19.11078
Agosto,3,12,23,-0.36015,0.22723,0.77917,18.83728
Agosto,3,12,23,-0.34913,0.2206,0.80715,18.54803
Agosto,3,12,23,-0.39278,0.22641,0.84282,18.93271
Agosto,3,12,23,-0.35964,0.22075,0.83467,18.71411
Agosto,3,12,23,-0.31706,0.19431,0.80952,18.48505
Agosto,3,12,24,-0.36738,0.23126,0.78508,19.71808
Agosto,3,12,24,-0.43137,0.2618,0.86189,19.62833
Agosto,3,12,24,-0.38471,0.22412,0.84908,19.44858
Agosto,3,12,24,-0.39348,0.25239,0.79077,19.73801
Agosto,3,12,24,-0.42782,0.25474,0.84712,19.7081
Agosto,3,12,24,-0.40472,0.23112,0.84997,19.5759
Agosto,3,12,24,-0.42658,0.24944,0.84095,19.67319
Agosto,3,12,24,-0.41142,0.23269,0.83373,19.69812
Agosto,3,12,24,-0.41612,0.24136,0.8373,19.60837
Agosto,4,13,25,-0.30178,0.21753,0.80682,17.62994
Agosto,4,13,25,-0.28536,0.18212,0.80807,17.39352
Agosto,4,13,25,-0.32735,0.20997,0.83186,17.23813
Agosto,4,13,25,-0.28468,0.20518,0.80813,17.55881
Agosto,4,13,25,-0.3119,0.19579,0.82536,17.31967
Agosto,4,13,25,-0.3057,0.21034,0.82625,17.18713
Agosto,4,13,25,-0.26421,0.19881,0.82757,17.46222
Agosto,4,13,25,-0.29504,0.20136,0.82249,17.23563
Agosto,4,13,25,-0.31796,0.20674,0.8279,17.1387
Agosto,4,13,26,-0.41899,0.24996,0.85217,17.87854
Agosto,4,13,26,-0.44954,0.2827,0.85661,17.96469
Agosto,4,13,26,-0.43177,0.24906,0.84896,17.92163
Agosto,4,13,26,-0.40645,0.25407,0.84325,17.83548
Agosto,4,13,26,-0.40961,0.25593,0.84291,17.8963
Agosto,4,13,26,-0.41559,0.26526,0.8528,17.81519
Agosto,4,13,26,-0.38921,0.23826,0.84299,17.76193
Agosto,4,13,26,-0.39294,0.25266,0.84869,17.78476
Agosto,4,13,26,-0.37934,0.23708,0.84506,17.66296
Agosto,4,14,27,-0.2975,0.23594,0.80029,17.56134
Agosto,4,14,27,-0.35877,0.23712,0.84333,17.60455
Agosto,4,14,27,-0.40149,0.24078,0.84601,17.66043
Agosto,4,14,27,-0.30518,0.22575,0.77971,17.51816
Agosto,4,14,27,-0.32648,0.24289,0.81386,17.52832
Agosto,4,14,27,-0.36211,0.25574,0.83224,17.54611
Agosto,4,14,27,-0.31621,0.2266,0.78974,17.45969
Agosto,4,14,27,-0.32297,0.23932,0.81998,17.41638
Agosto,4,14,27,-0.28769,0.20177,0.80729,17.38333
Agosto,4,14,28,-0.37516,0.23561,0.8498,17.44949
Agosto,4,14,28,-0.3313,0.23865,0.85279,17.32733
Agosto,4,14,28,-0.27223,0.19669,0.82264,17.21518
Agosto,4,14,28,-0.38621,0.2423,0.86042,17.40625
Agosto,4,14,28,-0.31919,0.22411,0.819,17.22287
Agosto,4,14,28,-0.2738,0.19706,0.82438,17.13614
Agosto,4,14,28,-0.30524,0.20665,0.83478,17.35278
Agosto,4,14,28,-0.31919,0.22411,0.819,17.22287
Agosto,4,14,28,-0.31026,0.20278,0.82724,17.09274
Agosto,4,15,29,-0.41446,0.26958,0.84491,17.96722
Agosto,4,15,29,-0.36925,0.23257,0.81581,17.71628
Agosto,4,15,29,-0.3682,0.23352,0.84003,17.45203
Agosto,4,15,29,-0.36292,0.2445,0.81449,17.93176
Agosto,4,15,29,-0.32423,0.21994,0.8304,17.63757
Agosto,4,15,29,-0.32241,0.21116,0.83049,17.35022
Agosto,4,15,29,-0.32746,0.23588,0.82902,17.88614
Agosto,4,15,29,-0.3157,0.20225,0.82701,17.58679
Agosto,4,15,29,-0.30328,0.20374,0.81685,17.30948
Agosto,4,15,30,-0.38051,0.25008,0.84686,18.24286
Agosto,4,15,30,-0.37291,0.23108,0.83086,18.21255
Agosto,4,15,30,-0.3639,0.23466,0.81687,18.15945
Agosto,4,15,30,-0.32233,0.23652,0.82632,18.15189
Agosto,4,15,30,-0.33411,0.21634,0.82177,18.12912
Agosto,4,15,30,-0.37763,0.2471,0.84583,18.10385
Agosto,4,15,30,-0.3157,0.20216,0.82245,18.11649
Agosto,4,15,30,-0.33927,0.20784,0.81968,18.15945
Agosto,4,15,30,-0.38009,0.23854,0.83622,18.13168
Agosto,4,16,31,-0.38262,0.23618,0.82399,18.40436
Agosto,4,16,31,-0.42335,0.25029,0.85559,18.38672
Agosto,4,16,31,-0.39546,0.24678,0.85642,18.35391
Agosto,4,16,31,-0.39823,0.24703,0.81596,18.30597
Agosto,4,16,31,-0.4345,0.26567,0.84674,18.29083
Agosto,4,16,31,-0.4142,0.27279,0.85648,18.26556
Agosto,4,16,31,-0.38429,0.23941,0.82341,18.21255
Agosto,4,16,31,-0.39417,0.22805,0.7908,18.19232
Agosto,4,16,31,-0.3658,0.21487,0.80034,18.17212
Agosto,4,16,32,-0.40475,0.2563,0.85797,18.3009
Agosto,4,16,32,-0.36963,0.24959,0.85017,18.25293
Agosto,4,16,32,-0.32328,0.21157,0.82073,18.22516
Agosto,4,16,32,-0.42054,0.27813,0.867,18.31607
Agosto,4,16,32,-0.3859,0.24773,0.85374,18.19989
Agosto,4,16,32,-0.32055,0.2203,0.82754,18.11398
Agosto,4,16,32,-0.40554,0.2693,0.85574,18.2807
Agosto,4,16,32,-0.35767,0.22937,0.82287,18.09879
Agosto,4,16,32,-0.33235,0.22187,0.8337,17.96216
Agosto,5,17,33,-0.43134,0.2696,0.8495,19.10577
Agosto,5,17,33,-0.42859,0.27283,0.84906,19.0481
Agosto,5,17,33,-0.43965,0.26517,0.86362,18.88501
Agosto,5,17,33,-0.42674,0.2529,0.842,19.11829
Agosto,5,17,33,-0.42256,0.26266,0.84343,19.02805
Agosto,5,17,33,-0.40501,0.24043,0.84645,18.84229
Agosto,5,17,33,-0.41537,0.25026,0.83964,19.02301
Agosto,5,17,33,-0.38743,0.23829,0.81144,18.91766
Agosto,5,17,33,-0.37715,0.22766,0.84148,18.76691
Agosto,5,17,34,-0.4214,0.25931,0.83643,18.98541
Agosto,5,17,34,-0.40842,0.24857,0.84706,18.90259
Agosto,5,17,34,-0.36676,0.21448,0.82937,18.7619
Agosto,5,17,34,-0.41009,0.24753,0.83398,19.00296
Agosto,5,17,34,-0.41009,0.24753,0.83398,19.00296
Agosto,5,17,34,-0.38932,0.23085,0.83873,18.8624
Agosto,5,17,34,-0.44657,0.26891,0.85756,18.98792
Agosto,5,17,34,-0.41288,0.25334,0.85496,19.0105
Agosto,5,17,34,-0.41653,0.24746,0.85266,18.94275
Agosto,5,18,35,-0.38288,0.22909,0.82234,18.75687
Agosto,5,18,35,-0.42494,0.25504,0.85279,18.8172
Agosto,5,18,35,-0.37932,0.21864,0.84395,18.82974
Agosto,5,18,35,-0.39243,0.24144,0.82276,18.75186
Agosto,5,18,35,-0.41731,0.2539,0.84323,18.8624
Agosto,5,18,35,-0.4111,0.25446,0.85088,18.9101
Agosto,5,18,35,-0.39346,0.22739,0.8335,18.73926
Agosto,5,18,35,-0.41114,0.25304,0.83475,18.88251
Agosto,5,18,35,-0.41842,0.26208,0.85075,18.97034
Agosto,5,18,36,-0.40352,0.24179,0.8093,18.46487
Agosto,5,18,36,-0.43302,0.26803,0.85469,18.66382
Agosto,5,18,36,-0.40205,0.23477,0.85026,18.74179
Agosto,5,18,36,-0.38924,0.23005,0.75331,18.26807
Agosto,5,18,36,-0.42619,0.27002,0.84637,18.5455
Agosto,5,18,36,-0.44492,0.28023,0.86207,18.68896
Agosto,5,18,36,-0.37035,0.21239,0.67827,18.11649
Agosto,5,18,36,-0.40294,0.23699,0.81265,18.44974
Agosto,5,18,36,-0.45192,0.30117,0.86349,18.66382
Agosto,5,19,37,-0.37892,0.22522,0.82311,18.70911
Agosto,5,19,37,-0.36019,0.20113,0.81704,18.78955
Agosto,5,19,37,-0.37614,0.21824,0.82484,18.8197
Agosto,5,19,37,-0.37068,0.21993,0.77139,18.58078
Agosto,5,19,37,-0.40347,0.255,0.82542,18.72922
Agosto,5,19,37,-0.43896,0.25942,0.85014,18.78705
Agosto,5,19,37,-0.33464,0.18861,0.70573,18.35391
Agosto,5,19,37,-0.37877,0.23709,0.80199,18.56314
Agosto,5,19,37,-0.48258,0.30524,0.86548,18.70911
Agosto,5,19,38,-0.31669,0.19361,0.77713,17.96722
Agosto,5,19,38,-0.35545,0.2037,0.81709,18.21255
Agosto,5,19,38,-0.38326,0.22812,0.82331,18.44724
Agosto,5,19,38,-0.32864,0.20663,0.72577,17.99506
Agosto,5,19,38,-0.36034,0.21009,0.74318,18.2403
Agosto,5,19,38,-0.36903,0.21694,0.74774,18.47244
Agosto,5,19,38,-0.30344,0.17486,0.68856,17.87604
Agosto,5,19,38,-0.33349,0.20229,0.70023,18.10638
Agosto,5,19,38,-0.35258,0.20331,0.73108,18.34131
Agosto,5,20,39,-0.30971,0.19343,0.76128,17.33496
Agosto,5,20,39,-0.31958,0.18349,0.74176,17.31967
Agosto,5,20,39,-0.3563,0.21457,0.76471,17.34006
Agosto,5,20,39,-0.31357,0.22468,0.81372,17.28146
Agosto,5,20,39,-0.31793,0.21115,0.79548,17.2789
Agosto,5,20,39,-0.35196,0.20905,0.78962,17.30185
Agosto,5,20,39,-0.28495,0.21545,0.78613,16.92932
Agosto,5,20,39,-0.32836,0.2049,0.78136,16.93698
Agosto,5,20,39,-0.29998,0.19117,0.72253,16.98553
Agosto,5,20,40,-0.29558,0.1966,0.76813,16.93188
Agosto,5,20,40,-0.30727,0.21025,0.77662,17.11829
Agosto,5,20,40,-0.30139,0.21145,0.7839,17.26361
Agosto,5,20,40,-0.24165,0.19397,0.75115,16.6683
Agosto,5,20,40,-0.27845,0.20555,0.74673,16.82446
Agosto,5,20,40,-0.26958,0.18094,0.70404,16.92676
Agosto,5,20,40,-0.16573,0.16922,0.67767,16.40921
Agosto,5,20,40,-0.18439,0.16992,0.66452,16.43488
Agosto,5,20,40,-0.18206,0.17184,0.68991,16.44003
Diciembre,1,1,1,-0.04851,0.203,0.03162,9.1102
Diciembre,1,1,1,-0.05008,0.20662,0.03214,9.14597
Diciembre,1,1,1,-0.04756,0.23717,0.03171,9.19272
Diciembre,1,1,1,-0.04617,0.20554,0.02983,9.08817
Diciembre,1,1,1,-0.04356,0.21831,0.02828,9.13773
Diciembre,1,1,1,-0.04101,0.25997,0.02747,9.20099
Diciembre,1,1,1,-0.03595,0.23108,0.02475,9.05786
Diciembre,1,1,1,-0.03497,0.24542,0.025,9.11292
Diciembre,1,1,1,-0.03245,0.26843,0.02329,9.18723
Diciembre,1,1,2,-0.04553,0.2473,0.03171,9.1322
Diciembre,1,1,2,-0.04366,0.24567,0.03042,9.09366
Diciembre,1,1,2,-0.04397,0.22738,0.02932,9.07715
Diciembre,1,1,2,-0.04559,0.22643,0.03042,9.11844
Diciembre,1,1,2,-0.03746,0.24275,0.02551,9.09366
Diciembre,1,1,2,-0.04034,0.22135,0.02671,9.07715
Diciembre,1,1,2,-0.04278,0.23483,0.02863,9.10193
Diciembre,1,1,2,-0.04165,0.2269,0.02745,9.09094
Diciembre,1,1,2,-0.03912,0.20293,0.02623,9.07715
Diciembre,1,2,3,-0.04612,0.21562,0.0307,9.0744
Diciembre,1,2,3,-0.0475,0.20532,0.03018,9.08817
Diciembre,1,2,3,-0.04858,0.2258,0.0321,9.10742
Diciembre,1,2,3,-0.04826,0.1874,0.03101,9.0744
Diciembre,1,2,3,-0.04763,0.19005,0.03042,9.10742
Diciembre,1,2,3,-0.04722,0.20362,0.03067,9.14044
Diciembre,1,2,3,-0.04909,0.19054,0.03244,9.0799
Diciembre,1,2,3,-0.04937,0.19177,0.03232,9.12393
Diciembre,1,2,3,-0.04961,0.19365,0.03243,9.16522
Diciembre,1,2,4,-0.04266,0.17791,0.02884,9.14322
Diciembre,1,2,4,-0.0426,0.19458,0.02808,9.17346
Diciembre,1,2,4,-0.045,0.21085,0.02844,9.16245
Diciembre,1,2,4,-0.04795,0.17299,0.03008,9.13495
Diciembre,1,2,4,-0.04738,0.17261,0.03049,9.15973
Diciembre,1,2,4,-0.04821,0.19102,0.0312,9.14597
Diciembre,1,2,4,-0.04374,0.19309,0.02815,9.11569
Diciembre,1,2,4,-0.04675,0.18632,0.03027,9.12671
Diciembre,1,2,4,-0.04585,0.20547,0.03063,9.11569
Diciembre,1,3,5,-0.04805,0.19689,0.03209,9.11292
Diciembre,1,3,5,-0.0489,0.1841,0.03178,9.09366
Diciembre,1,3,5,-0.04822,0.17724,0.03157,9.07715
Diciembre,1,3,5,-0.05309,0.17636,0.03433,9.13773
Diciembre,1,3,5,-0.04875,0.17789,0.03189,9.10742
Diciembre,1,3,5,-0.04837,0.17971,0.03265,9.08264
Diciembre,1,3,5,-0.05142,0.19309,0.0338,9.14322
Diciembre,1,3,5,-0.04393,0.20989,0.03138,9.10742
Diciembre,1,3,5,-0.04086,0.21181,0.02841,9.08264
Diciembre,1,3,6,-0.04705,0.20545,0.03081,9.16522
Diciembre,1,3,6,-0.04919,0.19405,0.03271,9.17621
Diciembre,1,3,6,-0.05011,0.18638,0.03429,9.17072
Diciembre,1,3,6,-0.04949,0.1847,0.03323,9.15695
Diciembre,1,3,6,-0.05343,0.18286,0.03467,9.16522
Diciembre,1,3,6,-0.0534,0.17686,0.03409,9.17072
Diciembre,1,3,6,-0.04732,0.16889,0.03086,9.12119
Diciembre,1,3,6,-0.04923,0.17611,0.03307,9.12946
Diciembre,1,3,6,-0.05004,0.18021,0.03398,9.13773
Diciembre,1,4,7,-0.04529,0.21142,0.03169,9.01657
Diciembre,1,4,7,-0.04377,0.20251,0.02923,9.04138
Diciembre,1,4,7,-0.04191,0.20065,0.02929,9.06064
Diciembre,1,4,7,-0.04826,0.1819,0.03284,9.05786
Diciembre,1,4,7,-0.04789,0.17638,0.03142,9.08817
Diciembre,1,4,7,-0.04934,0.17563,0.03297,9.10742
Diciembre,1,4,7,-0.05386,0.15957,0.03573,9.11292
Diciembre,1,4,7,-0.05147,0.16621,0.03431,9.12946
Diciembre,1,4,7,-0.05057,0.17662,0.03443,9.12946
Diciembre,1,4,8,-0.05543,0.16128,0.03691,9.04138
Diciembre,1,4,8,-0.05285,0.17567,0.03639,9.02209
Diciembre,1,4,8,-0.04648,0.19192,0.03414,8.98349
Diciembre,1,4,8,-0.0582,0.16438,0.03857,9.07715
Diciembre,1,4,8,-0.05549,0.18386,0.03717,9.05786
Diciembre,1,4,8,-0.05144,0.19828,0.03639,9.02484
Diciembre,1,4,8,-0.05639,0.16307,0.0375,9.10468
Diciembre,1,4,8,-0.05152,0.17531,0.03554,9.09644
Diciembre,1,4,8,-0.04967,0.18182,0.03441,9.08542
Diciembre,2,5,9,-0.03746,0.21064,0.02632,8.9256
